City,Population Rank,January 2017
Auburn,1271,1446
Hagerstown,1272,1004
Wildwood,1273,2197
Altadena,1274,2877
Bluffton,1275,1683
Saratoga Springs,1276,2103
Laramie,1277,1152
Hilton Head Island,1278,2271
Fond du Lac,1279,773
Greeneville,1280,788
Richfield,1281,1549
Pearl City,1282,2418
Park Ridge,1283,2247
Oakville,1284,1383
Woburn,1285,2378
Mt Laurel Township,1286,1724
Anthem,1287,1839
Montclair,1288,1910
Raeford,1289,996
Evesham,1290,2153
Rubidoux,1291,1749
Dublin,1292,3130
Fort Lee,1293,2452
Waycross,1294,856
Covington,1295,950
Duncanville,1296,1345
Southaven,1297,1198
Arcadia,1298,1254
Buffalo Grove,1299,1982
Port Angeles,1300,1314
Trumbull,1301,2283
Wheeling,1302,1536
Covington,1303,1463
Boardman,1304,910
Pacifica,1305,3573
Beavercreek,1306,1400
University City,1307,1142
Menomonee Falls,1308,1645
Hurst,1309,1536
Henderson,1310,929
Cedar Falls,1311,1268
Brookfield,1312,2064
Caldwell,1313,979
Opelousas,1314,1055
Havertown,1315,1966
Mount Airy,1316,928
Oakley,1317,2213
Egypt Lake-Leto,1318,1229
Stow,1319,1380
Bay City,1320,747
Prairieville,1321,1708
Commerce City,1322,1828
Arnold,1323,1115
Culver City,1324,3535
The Colony,1325,1598
Winona,1326,1153
Cape Girardeau,1327,842
Windsor Mill,1328,1633
Carlsbad,1329,1099
Henderson,1330,901
Sun City,1331,1143
Cottage Grove,1332,1609
Huber Heights,1333,903
Northville Township,1334,2657
Hot Springs,1335,872
Puyallup,1336,1645
Braintree,1337,2424
Coachella,1338,1448
Glastonbury,1339,2030
Howell,1340,2206
Pahrump,1341,1154
Beverly Hills,1342,8784
Paso Robles,1343,2125
Portage,1344,1338
La Quinta,1345,2723
Bristol,1346,800
Roseville,1347,1606
Casselberry,1348,1354
Middleburg,1349,1228
Oak Creek,1350,1200
Bell,1351,2168
Coppell,1352,2514
Gadsden,1353,753
Tifton,1354,1033
Woodinville,1355,2757
Oxford,1356,1353
Gurnee,1357,1764
Shrewsbury,1358,2116
San Juan Capistrano,1359,3134
Wylie,1360,1692
Garden City,1361,1075
West Hollywood,1362,3269
Lake Worth,1363,1526
Ken Caryl,1364,1982
Pleasant Hill,1365,2988
Fairborn,1366,909
University,1367,1044
Winchester,1368,967
Alliance,1369,769
Jackson,1370,687
Rockledge,1371,1503
Lutherville Timonium,1372,2072
Milton,1373,2740
Aventura,1374,2237
Los Gatos,1375,4351
Bullhead City,1376,1035
Ormond Beach,1377,1442
Lake Mary,1378,1645
Natick,1379,2551
Manhattan Beach,1380,7747
Upper Arlington,1381,2546
Calumet City,1382,1294
Kearns,1383,1338
South Valley,1384,1106
Derry,1385,1705
East Point,1386,984
Greater Carrollwood,1387,1420
Westwego,1388,1113
Barstow,1389,934
Marion,1390,768
Sanger,1391,1247
Tupelo,1392,1095
Belleville,1393,1697
Fuquay Varina,1394,1403
Salem,1395,1122
Bangor,1396,1204
Lemoore,1397,1239
Lewiston,1398,1187
Oak Harbor,1399,1468
Norristown,1400,1329
Dublin,1401,2411
Elizabethton,1402,900
Calexico,1403,1203
Tehachapi,1404,1392
Lacey,1405,1442
Merrick,1406,2962
Arlington,1407,1815
Tarpon Springs,1408,1535
Bridgewater,1409,2340
Cumberland,1410,1645
Glen Ellyn,1411,2216
Westlake,1412,2025
Coventry,1413,1608
Ceres,1414,1349
Town of Lockport,1415,952
Burlington Township,1416,1722
Jacksonville,1417,827
Englewood,1418,1837
Lauderdale Lakes,1419,1226
La Vergne,1420,1245
Fair Lawn,1421,2372
Hickory,1422,1019
Newburgh,1423,1349
Batavia,1424,1331
Bellmore,1425,2874
Lima,1426,743
Burleson,1427,1441
Atwater,1428,1184
Town of West Bend,1429,1180
Franklin,1430,2382
Papillion,1431,1609
La Porte,1432,1446
Copperas Cove,1433,849
Opelika,1434,1093
Cottonwood Heights,1435,1781
Paine Field-Lake Stickney,1436,1805
Mount Vernon,1437,2144
Niles,1438,1898
Lake Wales,1439,1036
Zeeland Township,1440,1310
Eastpointe,1441,907
Van Buren,1442,898
Hudsonville,1443,1386
Leavenworth,1444,1028
Dover,1445,1255
Northglenn,1446,1762
Farmington,1447,1637
Randolph,1448,2220
Temple Hills,1449,1846
Wisconsin Rapids,1450,884
North Huntingdon,1451,1037
Farmingdale,1452,2797
Santa Paula,1453,2231
Inver Grove Heights,1454,1517
Commerce Township,1455,1847
Westmont,1456,2207
Warren,1457,629
West Little River,1458,1659
Northbrook,1459,2584
Madison,1460,1290
Denison,1461,1005
South Miami Heights,1462,1744
Rohnert Park,1463,2531
Ross Township,1464,1361
Dunedin,1465,1400
Reedley,1466,1218
Montgomery,1467,1806
Marion,1468,1142
Calhoun,1469,1036
Belleville,1470,885
Hinesville,1471,974
Halethorpe,1472,1576
Andover,1473,1666
Troy,1474,998
Rancho Palos Verdes,1475,4558
Shelton,1476,1148
Foster City,1477,4351
Butler Township,1478,1042
Kerrville,1479,1401
Manalapan,1480,2619
Garfield,1481,2104
Cooper City,1482,2418
Keizer,1483,1512
Perrysburg,1484,1483
Richmond West,1485,2057
Newington,1486,1613
Marshalltown,1487,923
Pullman,1488,1424
Westerville,1489,1756
Prescott Valley,1490,1286
El Dorado Hills,1491,2655
Myrtle Beach,1492,1001
Selma,1493,1198
Russellville,1494,904
North Ridgeville,1495,1298
North Royalton,1496,1504
Irmo,1497,1210
Willingboro,1498,1591
Winter Park,1499,1898
Dover,1500,1714
White Lake,1501,1623
Town of Watertown,1502,1113
Parkville,1503,1553
San Carlos,1504,4671
Millcreek,1505,1398
Lawndale,1506,2362
Ballwin,1507,1728
Battle Ground,1508,1773
Montrose,1509,1195
Davison,1510,1104
Sykesville,1511,1915
Westchester,1512,2259
Post Falls,1513,1257
Security-Widefield,1514,1325
Chicago Heights,1515,1315
Moss Point,1516,857
Ridgecrest,1517,1187
Pittsfield Township,1518,1809
Morgan Hill,1519,3357
Greenville,1520,1048
Madison Heights,1521,1196
North Miami Beach,1522,1765
Staunton,1523,1163
Atascadero,1524,2199
Dacula,1525,1518
Middletown Township,1526,1998
Oakdale,1527,1489
Rexburg,1528,1036
Saratoga,1529,5969
Goldsboro,1530,931
Lexington,1531,3292
Sylvania,1532,1562
El Mirage,1533,1102
Tucker,1534,1370
Gallup,1535,1090
Lawrence,1536,2004
Rochester,1537,1483
Panama City,1538,1188
Sidney,1539,992
Moorpark,1540,2827
Nottingham,1541,1672
Belvidere,1542,1303
Mission Bend,1543,1432
Michigan City,1544,834
Banning,1545,1412
Baldwin,1546,2821
Friendswood,1547,2074
San Dimas,1548,2472
North Olmsted,1549,1324
San Juan,1550,958
Midvale,1551,1399
Franklin,1552,1241
Yeehaw Junction,1553,1287
Dania Beach,1554,1620
Norwood,1555,2403
Poinciana,1556,1189
Brownsburg,1557,1311
Town of Orchard Park,1558,1713
Needham,1559,3285
Brownstown,1560,1248
North Platte,1561,1121
Lower Makefield,1562,2438
Cookeville,1563,1003
Naugatuck,1564,1437
Bristow,1565,2391
McMinnville,1566,1451
Belton,1567,1169
Mason City,1568,845
Cheshire,1569,1908
Granite City,1570,787
Milford,1571,1357
Dinuba,1572,1175
Leawood,1573,2858
Voorhees,1574,2273
Northport,1575,1178
Lapeer,1576,1131
Port Chester,1577,2934
Raytown,1578,947
North Andover,1579,2410
Redmond,1580,1477
Burlingame,1581,4967
Deer Park,1582,1506
Franklin,1583,1108
Drexel Hill,1584,1421
Riviera Beach,1585,1596
Searcy,1586,933
Pickerington,1587,1632
Grandville,1588,1318
Reisterstown,1589,1750
Watertown,1590,1180
Farmers Branch,1591,1542
Salem,1592,1840
Johnston,1593,1605
Chili,1594,1436
West Warwick,1595,1491
Alice,1596,1088
Wildomar,1597,1957
Shaler Township,1598,1334
Golden Glades,1599,1803
Los Altos,1600,6922
Long Branch,1601,2123
Temple City,1602,2623
Burlington,1603,887
Garfield Heights,1604,901
Martinez,1605,1145
Natchez,1606,915
Ossining,1607,2652
Millville,1608,1203
Mercedes,1609,915
Shawnee,1610,768
Dodge City,1611,845
South Lake Tahoe,1612,1818
Van Buren Township,1613,1164
Royal Palm Beach,1614,1953
Weslaco,1615,1020
Abingdon,1616,1610
Pleasure Ridge Park,1617,962
Adelanto,1618,1194
Brooklyn Center,1619,1413
San Lorenzo,1620,2645
Livingston,1621,3043
Oak Ridge,1622,985
Walnut,1623,2827
Southgate,1624,1065
Picnic Point-North Lynnwood,1625,2071
Shingle Springs,1626,2015
Galloway,1627,1443
Town of Niskayuna,1628,1915
Southington,1629,1703
Oak Park,1630,1199
Owatonna,1631,1246
Keller,1632,2642
Northampton Township,1633,2285
East Haven,1634,1546
Pleasant Grove,1635,1411
Bristol Township,1636,1486
Shaker Heights,1637,1594
Laguna Hills,1638,3089
Clinton,1639,936
Lansing,1640,1342
Gahanna,1641,1555
Oakdale,1642,1515
Westfield,1643,3394
Princeton,1644,830
Hampden Township,1645,1604
Commack,1646,3012
Town of Milford,1647,1730
Inverness,1648,916
Saint Charles,1649,1910
Branford,1650,1682
Centereach,1651,2574
Watertown,1652,2404
Muscatine,1653,1071
Allen Park,1654,1124
Highland Park,1655,2899
Jeffersonville,1656,996
Rockingham,1657,809
Shelbyville,1658,963
Romeoville,1659,1551
Vernon Rockville,1660,1523
Wetumpka,1661,1007
Hermiston,1662,1203
Lancaster,1663,1569
Villa Rica,1664,1131
Catalina Foothills,1665,2059
Fort Dodge,1666,796
Rock Springs,1667,1302
Mehlville,1668,1130
Emporia,1669,774
Marysville,1670,1343
Town of Andover,1671,2610
Rahway,1672,1805
Auburn,1673,1245
Moncks Corner,1674,1361
Orangevale,1675,1697
Rockwall,1676,1892
Kingsville,1677,1095
Orange,1678,1586
Fridley,1679,1427
Ponte Vedra Beach,1680,2533
Plum,1681,1252
Rolla,1682,766
Hopewell,1683,940
Stoughton,1684,2291
Lufkin,1685,1120
Cabot,1686,1057
Logansport,1687,722
Monterey,1688,2699
Holiday,1689,913
Town of Rotterdam,1690,1449
Dracut,1691,2174
Florin,1692,1386
Saugus,1693,2240
Englewood,1694,2395
Newberg,1695,1695
Hanover Park,1696,1586
Burbank,1697,1547
Live Oak,1698,1098
Tooele,1699,1213
Marysville,1700,1272
Fleming Island,1701,1561
Plainview,1702,894
West Fargo,1703,1404
Eustis,1704,1286
Glasgow,1705,943
Fremont,1706,952
Norco,1707,2300
Derby,1708,1253
Socorro,1709,937
Middletown,1710,2379
Deptford Township,1711,1635
Fairhope,1712,1614
Bethel Park,1713,1458
Shelbyville,1714,1056
Owosso,1715,870
West Springfield,1716,1512
Terrell,1717,1192
Phenix City,1718,846
Albertville,1719,854
Bergenfield,1720,2358
Bernards Township,1721,2944
Faribault,1722,1278
Quincy,1723,1151
Mill Valley,1724,5304
Winter Garden,1725,1573
Windsor,1726,1622
Fernandina Beach,1727,1614
Tiffin,1728,985
Vestal,1729,1514
Magna,1730,1317
Town of Bridgewater,1731,1961
Schererville,1732,1551
Danvers,1733,2384
Sequim,1734,1440
Atlantic City,1735,1255
Bartlett,1736,1891
La Place,1737,1199
Oak Forest,1738,1629
Wethersfield,1739,1783
Orion,1740,1698
Odenton,1741,1910
Wellesley,1742,4844
Claremont,1743,2613
Englewood,1744,2027
Tewksbury,1745,2281
New Lenox,1746,1948
Paramus,1747,2926
Lake in the Hills,1748,1692
Sherwood,1749,1956
Bristol,1750,1021
Bear,1751,1580
Lake Magdalene,1752,1418
Imperial Beach,1753,2269
Dana Point,1754,3449
East Palo Alto,1755,3419
Gloucester,1756,2079
Clinton,1757,896
Holladay,1758,1875
Dunnellon,1759,1033
Ithaca,1760,1649
Hobart,1761,1218
Chaska,1762,1733
Billerica,1763,2323
Murray,1764,1008
Grand Haven,1765,1262
Canon City,1766,1169
Seaside,1767,2264
Moscow,1768,1273
Corcoran,1769,955
Olivehurst,1770,1300
Parkland,1771,1429
Plainview,1772,3215
Palm City,1773,2130
South Lyon,1774,1956
Wasco,1775,1149
Auburndale,1776,1104
Duncan,1777,750
Burton,1778,712
New London,1779,1294
Wantagh,1780,2876
Doylestown Township,1781,2246
Elk Grove Village,1782,1758
Sherwood,1783,1072
Des Moines,1784,1887
Boone,1785,1265
Wilmette,1786,3302
Warminster,1787,1872
Melrose,1788,2522
Easton,1789,1101
Peachtree City,1790,2036
South Brunswick,1791,2489
University Place,1792,1758
Town of Plattsburgh,1793,1622
Warrenton,1794,1840
Pearl,1795,1113
Sebastopol,1796,2797
Stanton,1797,2331
Kirkwood,1798,1580
South Windsor,1799,1751
Green,1800,1365
Barberton,1801,756
Granger,1802,1853
Town of Oswego,1803,1249
Sun City West,1804,1289
Ellensburg,1805,1448
Bartow,1806,985
Porter,1807,1604
Superior,1808,1004
Salem,1809,900
University Park,1810,2228
Melrose Park,1811,1528
Slidell,1812,1317
Garden City,1813,1039
Lower Merion Township,1814,3406
West Windsor,1815,3511
Lebanon,1816,818
Seatac,1817,1821
Shoreview,1818,1667
Wausau,1819,878
Fitchburg,1820,1598
Greenacres,1821,1441
Oxford,1822,994
Morgantown,1823,1241
Matthews,1824,1550
Wadsworth,1825,1318
Bethlehem,1826,1791
Savage,1827,1852
Front Royal,1828,1283
Channelview,1829,1302
Hilliard,1830,1699
Bridgeton,1831,1164
Inkster,1832,792
Clover,1833,1348
Edgewater,1834,1222
Belmont,1835,4641
Hastings,1836,1047
Mount Airy,1837,2088
Taylors,1838,1289
East Chicago,1839,822
Ridgewood,1840,3253
Chillum,1841,1868
Marietta,1842,1062
Windsor,1843,2657
Middletown,1844,1476
Winchester,1845,2054
Alabaster,1846,1276
Burien,1847,2004
Hazleton,1848,777
Sapulpa,1849,954
Reading,1850,2591
Randolph,1851,2818
Oceanside,1852,2916
Junction City,1853,1044
Mableton,1854,1357
Lower Macungie,1855,1728
Elmwood Park,1856,1726
Harker Heights,1857,1231
Town of Ridgefield,1858,3338
Kingston,1859,1431
Suwanee,1860,1997
Maumee,1861,1429
Benton,1862,1049
Wheat Ridge,1863,1929
Placerville,1864,1690
Milton,1865,2801
Tualatin,1866,2068
Pittsburg,1867,731
Glen Cove,1868,2934
Rosenberg,1869,1421
Kent,1870,1113
Nutley,1871,1986
Oxford,1872,1538
Colonial Heights,1873,1196
Maywood,1874,2128
Homer Glen,1875,2268
South Pasadena,1876,3396
Milford Township,1877,1998
West Memphis,1878,754
Dedham,1879,2490
Town of Mansfield,1880,1598
Lemon Grove,1881,2199
Marshfield,1882,1097
Charleston,1883,1136
Lake Stevens,1884,1931
Town of Neenah,1885,934
Town of De Pere,1886,1144
South Salt Lake,1887,1284
Shelbyville,1888,1219
Galt,1889,1578
Waynesboro,1890,1158
Monroeville,1891,1228
South Holland,1892,1496
Sandusky,1893,809
Leander,1894,1578
Abbeville,1895,1048
Jenison,1896,1308
Lake Jackson,1897,1691
West Chicago,1898,1736
Grandview,1899,950
Jesup,1900,966
Cibolo,1901,1549
Mebane,1902,1199
Springfield,1903,1992
Seguin,1904,1366
Prior Lake,1905,1880
Quincy,1906,920
Woodridge,1907,1840
Muskego,1908,1877
Oswego,1909,1954
Forest Hills,1910,2088
East Saint Louis,1911,702
Ada,1912,853
Sand Springs,1913,1039
Wentzville,1914,1506
Wakefield,1915,2500
Balch Springs,1916,1150
East Windsor,1917,1908
Lodi,1918,2191
Liberty,1919,1349
Ashland,1920,1831
Town of Menasha,1921,994
Elkridge,1922,2137
Talladega,1923,848
Cliffside Park,1924,2383
Red Bluff,1925,1106
Spanish Fork,1926,1339
Centralia,1927,1074
Ramsey,1928,1540
Adrian Township,1929,869
Walker,1930,1306
Sylacauga,1931,923
Homosassa,1932,1368
Southlake,1933,4514
Aptos,1934,3201
Cornelius,1935,1581
Maywood,1936,1402
Brainerd,1937,1209
San Fernando,1938,2349
Brookings,1939,1207
Waynesville,1940,1227
North Potomac,1941,2798
Cleburne,1942,1065
West Linn,1943,2445
Morton Grove,1944,1929
Romulus,1945,830
Culpeper,1946,1466
Gladstone,1947,1180
Festus,1948,1020
Sonora,1949,1458
Palmer,1950,1692
Mahwah,1951,2537
Austintown,1952,878
Elk River,1953,1473
Greater Upper Marlboro,1954,1997
El Cerrito,1955,3180
Coos Bay,1956,1192
Palatka,1957,940
Ladera Ranch,1958,3434
Town of Manlius,1959,1775
Campbellsville,1960,887
Patterson,1961,1592
Uniondale,1962,2763
Merrimack,1963,1888
Severna Park,1964,2434
La Verne,1965,2508
Scotch Plains,1966,2561
Somerton,1967,854
Smyrna,1968,1358
Seal Beach,1969,3060
Marshall,1970,939
South Plainfield,1971,2144
Algonquin,1972,1806
Caledonia,1973,1281
McHenry,1974,1487
Carpentersville,1975,1435
Warrington,1976,2201
Bella Vista,1977,1128
Miami Lakes,1978,2311
Highland,1979,1333
Blackman Township,1980,841
Helena,1981,1225
Mount Vernon,1982,955
Clinton,1983,1228
Springville,1984,1289
Munster,1985,1679
West Hempstead,1986,2856
Easton,1987,2209
Pikesville,1988,1735
Mansfield,1989,2271
North Pole,1990,1701
Christiansburg,1991,1206
Lorton,1992,2220
Millington,1993,989
Mercer Island,1994,4500
Poulsbo,1995,1869
Burlington,1996,2512
Spotsylvania,1997,1398
Lower Paxton,1998,1508
Dublin,1999,963
Medford,2000,2362
Northfield,2001,1448
King George,2002,1524
Paradise,2003,1288
Bardstown,2004,963
Columbine,2005,2073
Solon,2006,2138
Randallstown,2007,1705
Berkeley,2008,1764
Franklin,2009,956
Hays,2010,1160
Cottonwood,2011,1208
Washington,2012,2042
Ridgeland,2013,1547
Berea,2014,911
Town of Marshfield,2015,2145
Batavia,2016,1962
Bastrop,2017,1426
Smithtown,2018,2947
The Crossings,2019,1847
Smithfield,2020,1036
Central Point,2021,1394
Dahlonega,2022,1264
Albemarle,2023,915
Lisle,2024,1907
Nogales,2025,989
Vineyard,2026,1741
Chelmsford,2027,2331
Maple Heights,2028,891
Franklin Square,2029,2872
Candler-Mcafee,2030,969
Wyandotte,2031,991
Belmont,2032,2923
Deming,2033,854
Webster Groves,2034,1498
Mount Vernon,2035,1027
Coral Terrace,2036,2197
Powhatan,2037,1463
Oildale,2038,1000
Somerset,2039,2065
Avon Park,2040,898
Candler,2041,1311
Paragould,2042,904
Princeton,2043,1752
Cranford,2044,2095
Georgetown,2045,1165
Ferndale,2046,1233
Seymour,2047,986
De Witt,2048,1676
Glendale Heights,2049,1569
Maple Valley,2050,2222
University Park,2051,8126
Flowery Branch,2052,1358
Suisun City,2053,1905
Geneva,2054,2233
Schertz,2055,1499
Colleyville,2056,3635
Weatherford,2057,1310
Village of Palmetto Bay,2058,2769
Inman,2059,1215
Crosby,2060,1462
Crawfordsville,2061,1031
South Portland,2062,1753
Tredyffrin,2063,3061
Carteret,2064,1990
Garden City,2065,3935
Groveton,2066,2244
Ponchatoula,2067,1329
Dickson,2068,1098
Rosemont,2069,1472
Westchase,2070,1946
Harvey,2071,1244
Roanoke Rapids,2072,839
Guilford,2073,1955
Crown Point,2074,1394
Rockville Centre,2075,3213
Hudson,2076,2524
Pottstown,2077,1252
Evergreen,2078,2529
Cedar City,2079,1060
Olmsted Falls,2080,1377
Chowchilla,2081,1111
Greater Landover,2082,1596
Wilmington,2083,2457
Hamtramck,2084,790
Leesville,2085,1126
Summit,2086,3748
Town of Batavia,2087,1285
Morris Township,2088,2980
Acton,2089,2665
Bourbonnais,2090,1261
Willoughby,2091,1205
Eden,2092,794
Yucca Valley,2093,1062
Raritan Township,2094,2419
Watauga,2095,1324
Rosemount,2096,1713
Danville,2097,1017
Richmond Hill,2098,1585
Mccandless Township,2099,1626
Sterling,2100,1068
Peru,2101,743
Soledad,2102,1752
Fenton Township,2103,1189
Crystal,2104,1470
Seneca,2105,1029
Lockport,2106,1612
Blue Island,2107,1326
Canton,2108,2532
Woodburn,2109,1397
Plainfield,2110,1289
Willmar,2111,1188
Stony Brook,2112,2912
Wexford,2113,2340
Norton Shores,2114,1019
Saginaw,2115,1392
Darien,2116,1979
Huntley,2117,1803
East Fishkill,2118,2214
Round Lake Beach,2119,1302
Versailles,2120,1258
Brenham,2121,1428
Florence,2122,1060
North Plainfield,2123,2007
Easton,2124,1578
Winchester,2125,3300
Douglas,2126,729
Wall Township,2127,2497
Coldwater,2128,993
Hialeah Gardens,2129,1797
Mira Loma,2130,2002
Guthrie,2131,900
Beltsville,2132,2002
Prichard,2133,752
Princeton,2134,4622
Benicia,2135,2748
Galloway,2136,1425
Forest Grove,2137,1702
Baldwin Township,2138,1092
New Brighton,2139,1609
Crofton,2140,2064
Horn Lake,2141,924
Dyersburg,2142,761
Westmont,2143,1816
Brownwood,2144,897
Cudahy,2145,2238
Ephrata Township,2146,1037
Crawfordville,2147,1040
Alvin,2148,1468
Millbrae,2149,4334
West Deptford Township,2150,1680
Greenbelt,2151,1648
Mustang,2152,1223
Town of Londonderry,2153,1842
Lafayette,2154,4949
Greenburgh,2155,3250
Champlin,2156,1578
Carney,2157,1664
Citrus Park,2158,1448
Seaford,2159,2853
Minnetonka,2160,1865
North Tustin,2161,3763
Loma Linda,2162,1954
Sahuarita,2163,1188
